,href,job_title,company_name,job_loc,details,category,compensation,applyBy,start,end,skills
387,http://letsintern.com/internship/Financial-Analyst-internships/Globalinvest/Stock-Market-Strategist/127571,Stock Market Strategist,Globalinvest,Anywhere in India,"About Internship:        Looking for expert in Stock market trading and especially in option trading , who can help to make the strategies including in stocks and option trading,.        Roles and Responsibilities:        1.stock market related 2. derivatives and equity related3. option strategy related exoert who have good knowledge and experience",Financial Analyst,Expenses Covered,Apply by 31st May `21,21st May 2021,12th Aug 2021,Skills Required         No skills preferred
388,http://letsintern.com/internship/Social-Media-Specialist-internships/9ledgeguru/Digital-Marketing-Interns/127755,Digital Marketing Interns,9ledgeguru,Anywhere in India,About Internship:        We are seeking for digital marketing interns who will help the organization execute and optimize our marketing growth. Interns have to help our organization to grow digitally.        Roles and Responsibilities:        1. Profile update on LinkedIn2. MAKING GRAPHIC CONTENT FOR OUR ORGANIZATION3. Helping the company to gain followers on social media platforms4. Helping the company to sell their cheapest Ebooks        Perks:        1.Internships certificate2. Letter Of Recomendation (LOR)3. Pre placement offer (PPO)4. Flexible working hours,Social Media Specialist,Unpaid,Apply by 15th Jun `21,30th May 2021,29th Jun 2021,Skills Required         Digital Marketing                Agreeableness
389,http://letsintern.com/internship/Sales-Professional-internships/Wholesale-Home-India/Sales-and-Marketing-Intern/127657,Sales and Marketing Intern,Wholesale Home India,"Hyderabad,              Karnal,              Bangalore,              Pune,              Chennai,              Delhi","About Internship:        In this internship, the intern shall generate sales of kitchen items like pressure cookers, cookware and cutlery. They shall target various customer segments and make B2C as well as institutional sales (retailers, hoteliers, business houses etc.). The internship requires the interns to be proactive as they will have daily, weekly and monthly sales targets. The interns do not need to visit office during the internship, so interested candidates from any part of the country can apply for this internship.To apply, kindly fill this Google Form - https://forms.gle/QsHwbr9s3y315uKL9        Roles and Responsibilities:        1. Conducting market research to look for prospects and competitors' strategies2. Actively seeking out new sales leads through cold calling, networking and social media3. Meeting daily, weekly and monthly sales targets4. Organizing and managing campaigns on social media.        Perks:        1. Certificate of Internship2. Letter of Recommendation to outstanding performers3. E-Commerce cashback vouchers 4. Performance based stipend 5. PPO to top performers",Sales Professional,Unpaid,Apply by 6th Jun `21,5th Jun 2021,6th Aug 2021,Skills Required         Extraversion
390,http://letsintern.com/internship/Market-Research-Analyst-internships/Skill-Lens/Student-Ambassador/127413,Student Ambassador,Skill Lens,"Hyderabad,              Visakhapatnam,              Guwahati,              Patna,              New Delhi,              Gandhinagar,              Gurgaon,              Bangalore,              Chennai","About Internship:        Creating awareness about the Skill Lens in his/her college, peer group, and personal connections through various social media channels, pages, groups etc.Organising a virtual orientation in his / her college and share the benefits on e-learningActively participate in the social media campaigns of Skill Lens by encouraging people to like, share and comment on our postsWork on increasing the followers on our social media handlesPromote and Market (social media/online) about the company e-learning coursesEngaging the students of your college/campus / society in the different activities undertaken by the companyDeveloping relevant content topics to reach the company's target customersCreating, curating, and managing all published content (images, video, written, etc)Monitoring, listening, and responding to users in a Social way while cultivating leads and salesDevelop and expand community and/or influence outreach effortsOverseeing designs on social media platforms (i.e: social media graphics for Facebook cover, profile pic, thumbnails, ads, landing pages, Twitter profile, blog, etc.)        Roles and Responsibilities:        Creating awareness about the Skill Lens in his/her college, peer group, and personal connections through various social media channels, pages, groups etc.Organising a virtual orientation in his / her college and share the benefits on e-learningActively participate in the social media campaigns of Skill Lens by encouraging people to like, share and comment on our postsWork on increasing the followers on our social media handlesPromote and Market (social media/online) about the company e-learning coursesEngaging the students of your college / campus / society in the different activities undertaken by the companyDeveloping relevant content topics to reach the company's target customersCreating, curating, and managing all published content (images, video, written, etc)Monitoring, listening, and responding to users in a Social way while cultivating leads and salesDevelop and expand community and/or influence outreach effortsOverseeing designs on social media platforms (i.e: social media graphics for Facebook cover, profile pic, thumbnails, ads, landing pages, Twitter profile, blog, etc.)        Perks:        1. Certificate2. Flexible working hours",Market Research Analyst,Expenses Covered,Apply by 1st Jun `21,23rd May 2021,14th Jul 2021,Skills Required         Marketing                Analytical Skills                Sales Situation Handling - Basic
391,http://letsintern.com/internship/Marketing-Professional-internships/BuziBRains/Online-marketing-executive/127660,Online marketing executive,BuziBRains,Anywhere in India,"About Internship:        About companyBuziBrAIns Busy Brains, better gains, is an A.I.M.S (Artificial Intelligence Management Software) based software development company which has been started to benefit small medium enterprises. It believes in the idea that ""Information is the Key to Success"",Currently, the company is looking for interns for the positions of Online Marketing Intern. The job description of the available positions are mentioned below.Note that the duration of internship is for 30-45 days, which can be extended up to 6 months, if the intern is further interested. The internship is target-based and is completely remote, i.e., work from home.        Roles and Responsibilities:        1.Gather market and customer information.2 Cold calling the clients 3. encourage them to be the part of the project.4. achieve functional target.        Perks:        1.Stipend 3000-9000 (performance based) 2. Over achievement will be considered for incentives3.Certificate and LOR (Only after certain target)",Marketing Professional,One-Time,Apply by 14th Jun `21,28th May 2021,13th Jul 2021,Skills Required         Marketing                MS Office                Digital Marketing                Salesforce
392,http://letsintern.com/internship/Software-Developer-internships/TechCiti-Technologies-Pvt-Ltd-/Web-Development-Internship/118521,Web Development Internship,TechCiti Technologies Pvt.Ltd.,Bangalore,"About Internship:        Web Development Internship:(Online/Offline)Objectives of Internship:-Working on the project assigned by the company-Working on Full stack development- Working on HTML,CSS,JavaScript,PHP/AngularJS and MySql technologiesEligibility: Students who are pursuing:- BE/BTech- BCA- MCA-MTechDuration: 1 - 6 monthsLocation: Bangalore.        Roles and Responsibilities:        1. Working on the project2. Working on both Front-end and Back-end of the project3. Performing day to day tasks assigned by the company        Perks:        1. Internship Certificate2. Flexible work hours",Software Developer,Unpaid,Apply by 6th Aug `20,5th May 2020,5th Nov 2020,Skills Required         PHP                CSS                HTML
393,http://letsintern.com/internship/Computer-Systems-Technician-internships/Exo-Helpdesk/Exo-Helpdesk-Software/126686,Exo Helpdesk Software,Exo Helpdesk,Hyderabad,"About Internship:        EXO Help Desk Support System is designed for team collaboration to resolve issues efficiently and to improve productivity of agents. It’s not only for sending replies but also for control access, visual analytics, real-time monitoring and updates, status tracking, service level management, etc. in EXO Help Desk software, ticket filtration is based on specific properties. So, the agent can handle the most prioritized ticket from front and center.        Roles and Responsibilities:        EXO Help Desk Support System is designed for team collaboration to resolve issues efficiently and to improve productivity of agents.        Perks:        1 informal dress code, TA/DA2 Internship certificate3 Salary",Computer Systems Technician,One-Time,Apply by 28th Feb `22,29th Mar 2021,7th Feb 2023,Skills Required         Analytical Skills                API
394,http://letsintern.com/internship/SEO-Specialist-internships/Apptians-Digital-Marketing-Agency/SEO-Internship/127305,SEO Internship,Apptians Digital Marketing Agency,New Delhi,"About Internship:        Apptians is the best SEO company in Delhi NCR, Noida, Faridabad, Gurgaon, India. We are a top digital marketing agency in India providing SEO, SMO, SMM, email marketing, running PPC campaigns, Facebook marketing, and much more.We are looking for people who wants to make their career in SEO/Digital Marketing. We will also provide paid works to good candidates during/after internship.        Roles and Responsibilities:        Selected intern's day-to-day responsibilities include:1. Managing SEO of Apptians and its clients including on-page and off-page SEO2. Handling the social media accounts of Apptians and its clients3. Working on content writing for blogs and websites        Perks:        1. Flexible timing2. 5 Days Working3. Certificate4. Post Job offer",SEO Specialist,Unpaid,Apply by 31st May `21,31st May 2021,30th Aug 2021,Skills Required         Search Engine Optimization                English comprehension
395,http://letsintern.com/internship/Marketing-Professional-internships/Xartup/Digital-Marketing-Intern/127625,Digital Marketing Intern,Xartup,Anywhere in India,"About Internship:        MarketGad is India’s first and foremost product launch platform. It is the go to destination for technology startups to launch their products to get initial traction and get first hand feedbacks.We have a reward scheme for our passionate users, who can earn 1 point by liking the product and earn 4 points by giving their opinion. The users who engage the most will automatically show up at the top and would be visible to the companies who can check their skills and background to give gig-based project works and can even hire you for a full time opportunity!The selected interns will handle our marketing campaigns. We are looking for current students (still in college and pursuing their bachelors degrees) and not professionals with experience.        Roles and Responsibilities:        1. Running Paid campaigns on Instagram2. Running organic campaigns through content3. Acquiring users through different channelsLooking for        Perks:        1. Bonus on achieving marketing targets2. Certificate of achievement3. Certificate of recognition",Marketing Professional,One-Time,Apply by 15th Jun `21,31st May 2021,29th Jun 2021,Skills Required         Analytical Skills
396,http://letsintern.com/internship/Social-Media-Specialist-internships/Iempower-Learning/Video-and-Graphics-Editor/127696,Video and Graphics Editor,Iempower Learning,Anywhere in India,About Internship:        We are looking for video editors who have basic/intermediate skills for creating learning videos using our live classroom content. The intern can work remotely and will be required to commit 4 hours of work each day.        Roles and Responsibilities:        1. Video Editing of live learning class content2. Creating video content for social media marketing3. Helping the digital marketing team with content creation        Perks:        1. Work from Home2. Certification,Social Media Specialist,Recurring,Apply by 1st Jun `21,31st May 2021,29th Nov 2021,Skills Required         Digital Marketing
397,http://letsintern.com/internship/Marketing-Professional-internships/USF/Digital-Marketing-Executive/128146,Digital Marketing Executive,USF,Anywhere in India,"About Internship:        The intern has to undertake the responsibility of the following requirements..• Digital Marketing (SEO etc)• Search for prospective clients in social media and make an approach• Job responsibilities include:• Use CRM to check daily work and prioritize important follow ups• Perform Outbound calls to potential customers, explain the important services providing in our online educational portal and generate the leads• Follow up with prospective leads and drive them to closure.• Reporting output on a daily basis        Roles and Responsibilities:        1.• Digital Marketing (SEO etc)• Search for prospective clients in social media and make an approach• Job responsibilities include:• Use CRM to check daily work and prioritize important follow ups• Perform Outbound calls to potential customers, explain the important services providing in our online educational portal and generate the leads• Follow up with prospective leads and drive them to closure.• Reporting output on a daily basis        Perks:        1. It’s for B2B Market. Hence, 5% of incentives will be paid on generation of each sales.2. Consultant opportunity in sharing of consultancy fees.3. Earn by refer4. Issuing of conduct certificate5. Issuing of Internship Experience letter6. You assist as if you are one of the partners of the organization and nobody monitors you.7. The appointment letter will be issued.8. After achieving the basic target the intern will be eligible for higher level of benefits. In brief, for generation of 10 lacks of business, the intern will get an benefits worth of 8 lack rupees which includes term insurance, medical insurance, vehicle bonus and many.",Marketing Professional,Recurring,Apply by 1st Dec `21,4th Jun 2021,30th Aug 2022,Skills Required         Managerial Skills                Marketing                Digital Marketing                Agreeableness
398,http://letsintern.com/internship/Mechanical-Engineer-internships/Baba-Automobile-Pvt-Ltd/Summer-mechanical-Engineering-Internship/126467,Summer mechanical Engineering Internship,Baba Automobile Pvt Ltd,"Hyderabad,              Ahmedabad,              Bangalore,              Bhopal,              Mumbai,              Jaipur,              Jodhpur,              Udaipur,              Noida,              Delhi","About Internship:        Automobile Internship Basic Project Based LearningCourse Duration: 30 daysCourse fee: Rs 5999/-Course highlights:TWO WHEELER ENGINES• Disassembling & Assembling all parts by students. BAJAJ Pulsar-220 CC Engine.• Disassembling & Assembling all parts by students. TVS Apache 180 CC Engine.• Disassembling & Assembling all parts by students. LML Freedom 125 CC Engine.• Disassembling & Assembling all parts by students. HONDA Eterno Engine.• Disassembling & Assembling all parts by students. TVS Victor 150 CC Engine.• Disassembling & Assembling all parts by students. HONDA Activa 110 CC Engine• Disassembling & Assembling all parts by students. HONDA Shine 125 CC Engine.• Disassembling & Assembling all parts by students. BAJAJ Discover 150 CC Engine.• Disassembling & Assembling all parts by students. TVS MAX 100 2 Stroke• Disassembling & Assembling all parts by students. Rajdoot 2 strokeFOUR WHEELER ENGINES• Disassembling & Assembling all parts by students. MARUTI Suzuki Engine• Disassembling & Assembling all parts by students. MARUTI• Disassembling & Assembling all parts by students. HYUNDAI• Disassembling & Assembling all parts by students. TATA• Disassembling & Assembling all parts by students. FWD TRANSMISSION• Disassembling & Assembling all parts by students. RWD TRANSMISSIONAutomobile training Intermediate with Project Bases LearningCourse Duration: 45 daysCourse fee: Rs 7,999/-Course highlights:TWO WHEELER ENGINES• Disassembling & Assembling all parts by students. BAJAJ Pulsar-220 CC Engine.• Disassembling & Assembling all parts by students. TVS Apache 180 CC Engine.• Disassembling & Assembling all parts by students. LML Freedom 125 CC Engine.• Disassembling & Assembling all parts by students. HONDA Eterno Engine.• Disassembling & Assembling all parts by students. TVS Victor 150 CC Engine.• Disassembling & Assembling all parts by students. HONDA Activa 110 CC Engine• Disassembling & Assembling all parts by students. HONDA Shine 125 CC Engine.• Disassembling & Assembling all parts by students. BAJAJ Discover 150 CC Engine.• Disassembling & Assembling all parts by students. TVS MAX 100 2 Stroke• Disassembling & Assembling all parts by students. Rajdoot 2 strokeFOUR WHEELER ENGINES• Disassembling & Assembling all parts by students. MARUTI Suzuki Engine• Disassembling & Assembling all parts by students. MARUTI Suzuki Engine• Disassembling & Assembling all parts by students. HYUNDAI Engine• Disassembling & Assembling all parts by students. TATA Engine• Disassembling & Assembling all parts by students. HONDA CITY Engine• Disassembling & Assembling all parts by students. FWD TRANSMISSION• Disassembling & Assembling all parts by students. RWD TRANSMISSION• Disk Brakes• Drum Brakes• Power Steering,Electrical Steering• ECM• Scanning• A.C System• Caster,camber• Car Diagnosis• Wiring of VehiclesAutomobile training ADVANCED with Project Bases LearningCourse Duration: 45 daysCourse fee: Rs 9,999/-Course highlights:TWO WHEELER ENGINES• Disassembling & Assembling all parts by students. BAJAJ Pulsar-220 CC Engine.• Disassembling & Assembling all parts by students. TVS Apache 180 CC Engine.• Disassembling & Assembling all parts by students. LML Freedom 125 CC Engine.• Disassembling & Assembling all parts by students. HONDA Eterno Engine.• Disassembling & Assembling all parts by students. TVS Victor 150 CC Engine.• Disassembling & Assembling all parts by students. HONDA Activa 110 CC Engine• Disassembling & Assembling all parts by students. HONDA Shine 125 CC Engine.• Disassembling & Assembling all parts by students. BAJAJ Discover 150 CC Engine.• Disassembling & Assembling all parts by students. TVS MAX 100 2 Stroke• Disassembling & Assembling all parts by students. Rajdoot 2 strokeFOUR WHEELER ENGINES• Disassembling & Assembling all parts by students. MARUTI Suzuki Engine• Disassembling & Assembling all parts by students. MARUTI Suzuki Engine• Disassembling & Assembling all parts by students. HYUNDAI Engine• Disassembling & Assembling all parts by students. TATA Engine• Disassembling & Assembling all parts by students. HONDA CITY Engine• Disassembling & Assembling all parts by students. FWD TRANSMISSION• Disassembling & Assembling all parts by students. RWD TRANSMISSION• Disk Brakes• Drum Brakes• Power Steering,Electrical Steering• ECM• Scanning• A.C System• Caster,camber• Car Diagnosis• Wiring of Vehicles• Disassembling & Assembling all parts by students. AUDI V6 DIESEL ENGINE• Disassembling & Assembling all parts by students. MERCEDES PETROL ENGINE• Disassembling & Assembling all parts by students. AUDI AUTOMATICTRANSMISSION• Demonstration of start Mercedes Car• SRS Air bag System• Cruise Control System• ECU SystemElectric Vehicle Internship/Training project Bases.Fee 6,999/-WHAT IS ELECTRIC VEHICLE? TYPES OF ELECTRIC VEHICLETYPES OF ELECTRIC VEHICLE? Hybrid Electric Vehicle(HEVs)? Plug-in Hybrid Electric Vehicles (PHEVs)? Battery Electric Vehicle (BEVs)? Difference between Power trains of EVs and ICE vehicles? EV SUBCOMPONENT? Lithium — ION Battery? Charge portASSESSMENT LEVEL – 1? DC/DC converter:? Typical power rating of chargerElectric Hub traction motor? Electric Hub traction motor? Motor power and torque calculation? Thermal Management SystemASSESSMENT LEVEL – 2? Power electronics controller? Thermal system (cooling)? 4 wheeler EV Range.? Weight distribution in EV-4 wheeler? How Overall EV Practically work (Learn practically from Electric Vehicle).BENEFITS OF ELECTRIC VEHICLE? Why Cheaper to run? Why Cheaper to maintain? Why Better for the environment? Why Health benefits? Why Safety improvement? Why Our Energy Security? Why Less Pollutions? Why Eco friendly materialsWhat Factors decrease EV RANGE?? Aggressive Driving? Long mountain climbs? Nonstop high speed? Strong headwinds? Extra passenger or luggage weight? Loss in battery capacity? Use of Air Conditioner.Ways to increase EV RANGE?? Driving less aggressively? City/town driving with more braking? Driving long descents downhill? Tailwinds? Less use of Air Conditioner.Center Location? JAIPUR Head Office? MUMBAI? PUNE? BANGALORE? BHOPAL? NOIDA• Note:- Due to Covid-19 Pandemic all Centers Closed Only Jaipur Head office Branch working.Certification? ISO International Certified Certification? MSME Recognized Govt of India Certification? Startup India Recognized Company Certification? 60 pages Report file and PPT Provided by Baba Automobile? 100 percent Practical Sessions no Theory classes.Accommodation? Available in dual seated rooms and triple seated rooms? 6000/- for 3o days including food+ living+ electricity bill all covered.How to Apply By Person? Send your details by Mail – hr.babaautomobile@gmail.com or whatspp on 8769405920 /8387070109a. Your Nameb. College Namec. Mail Idd. Semestere. Branchf. Type of Internship course? Pay Rs. 1000 Registration fee by any payment option and Share Screenshot by Mail –hr.babaautomobile@gmail.com or whatspp on 8769405920 / 8387070109Bank DetailsCOMPANY ACCOUNT NO.Account Number : 678705600315Account Holder's name : NIMESH BABA AUTOMOBILE PRIVATE LIMITEDIfsc Code : ICIC0006787ALTERNATE OPTIONSphone pay - 8769405920Google pay - 8769405920Bhim UPI - 8769405920@upiPaytm - 8387070109All upi name is Baba Automobile or Nimesh Baba nameHow to Apply By Website Online1. FILL THIS REGISTRATION FROM = https://babaautomobile.com/register-now/2. PAY YOUR REGISTRATION FEE = https://www.instamojo.com/@babaautomobileworkshop? After Doing Registration Process and Fee Submission you Get Your Confirmation Letterin your mail id within 2-3 Hours.? Your Registration fee is included in your total feeEg. If you take basic Course than Registration fee 1000 and rest amount 4999 pay atjoining time.Required Documents at joining time? College Internship Letter/ Bonafied/ NOC Letter in the favor of HR-Manager , BabaAutomobile Pvt Ltd.For any query feel free to call us or whats app us 8769405920/8387070109.        Roles and Responsibilities:        1.Daily 3 Hours Practical Sessions 2.Monday to Friday Sessions3.Project Bases Learning 4. 60 pages Report File Preparation with our Industry expert.        Perks:        1.ISO International Certified Certified Certification. 2. MSME Govt of India Recognized Certification. 3. 60 Pages Report File.4. Best Leader Certificate",Mechanical Engineer,Unpaid,Apply by 15th Jun `21,14th Apr 2021,27th Aug 2021,Skills Required         Leadership Skills                Automotive Engineering
399,http://letsintern.com/internship/Social-Media-Specialist-internships/Iempower-Learning/Associate-Social-Media-Marketing/121176,Associate - Social Media Marketing,Iempower Learning,Anywhere in India,"About Internship:        We are seeking a digital marketing specialist who has good understanding of social media platforms and has a knack for creating engaging content. The incumbent will work with the founder to build the brand of the startup on diverse platforms such as Facebook, Instagram, YouTube and Quora.        Roles and Responsibilities:        1.. Helping build organizations online presence on platforms like Facebook, Instagram and Quora2. Creating content, graphics and editing videos3. Building engagement with user base, responding to online queries4. Wok on video content to make it attractive and engaging        Perks:        1. Certificate2. Flexible Hours",Social Media Specialist,Recurring,Apply by 19th Aug `20,19th Aug 2020,30th Oct 2020,Skills Required         Agreeableness
400,http://letsintern.com/internship/Marketing-Assistant-internships/Kapdaa-The-offcut-Company/Marketing-and-BD/127482,Marketing and BD,Kapdaa - The offcut Company,Gurgaon,"About Internship:        Requirements :1.Content Creation 2.Excellent knowledge of Facebook , Twitter , Linkdin , Pinterest , Instagram , Google + and other social media best practices 3.Good understanding of social media KPI's, SEO and Web Traffic metrics4.Critical thinker with excellent problem solving skills5.Team Player 6.Excellent multitasking skills7.Good time-management skills8.Great interpersonal , presentation and communication skills        Roles and Responsibilities:        1.Create and manage social media and website content 2.Measure the success of every social media campaign 3.Identify and overlook social media KPI's and other analytics 4.Stay up to date with latest social media best practices and technologies5.Attend relevant Conferences , Events and Client meetings6.Managing inventories and deliveries7.Collaborate with intercultural cross - functional team members8.Communicate with industry professionals and influencers via social media to create a strong network        Perks:        1.Internship certificate from London office",Marketing Assistant,Unpaid,Apply by 30th May `21,31st May 2021,30th Aug 2021,Skills Required         Analytical Skills
401,http://letsintern.com/internship/Marketing-Professional-internships/Masai-School/Masai-Campus-Pioneer-Program/127744,Masai Campus Pioneer Program,Masai School,Anywhere in India,"About Internship:        College is awesome. Let’s help you make the best of it. Masai’s Campus Pioneer Program gives selected students the opportunity to be the face of Masai at their university and help peers excel at a future in tech.        Roles and Responsibilities:        1. Becoming the go-to person for everything ‘career’ and ‘upskilling’2. Become the face of the company on campus 3. Create awareness about Masai School courses & events 4. Conduct college events and webinars related to the latest technologies & software development        Perks:        1. Exposure + Credit: Get industry insights, expert career guidance & receive a certificate of Apprenticeship2. Recognition + Goodies + Features: Monthly, quarterly & half-yearly incentives as well as social media shout-outs3. Community Building + Leadership: Opportunity to serve as our authorized Point of Contact on your campus",Marketing Professional,Unpaid,Apply by 15th Jun `21,26th May 2021,30th Oct 2021,Skills Required         Leadership Skills                Marketing                Networking
402,http://letsintern.com/internship/Digital-Marketing-Professional-internships/Rasheed-Foundation/Digital-Marketing-Executive/127687,Digital Marketing Executive,Rasheed Foundation,Navi Mumbai,"About Internship:        We are seeking for Digital Marketing Executive who will help reach our organisation in digital means        Roles and Responsibilities:        Selected intern's day-to-day responsibilities include:1.Handle SEO and SMO2.Work on suggesting chances in the website for higher ranking3.Work on using knowledge to build high-quality backlines4.Work on SEO content writing5. Work on keyword research in coordination with objectives to optimize existing content and uncover new opportunities.6.Work on keeping pace with SEO, search engine, social media and internet marketing industry trends and developments7. Basic Tally and Accounting Knowledge        Perks:        1. Certificate2. Flexible work hours",Digital Marketing Professional,Recurring,Apply by 7th Jun `21,29th May 2021,29th Aug 2021,Skills Required         Search Engine Optimization
403,http://letsintern.com/internship/Chef-internships/NAANIS-SALES-SERVICES-PRIVATE-LIMITED/Chef-Internship/77629,Chef Internship,NAANIS SALES & SERVICES PRIVATE LIMITED,Indore,"Looking for Interns/ Fresher for an excellent opportunity to work with us, and help us in expanding out operations in Indore.The interns/ Fresher looking for a job opportunity will work on areas of-1. Managing kitchen 2. Come with new recipe 3. Promote food and make video recipeThe applicant has to be creative, good at Indian and western food (Fast Food included!!), Technology Savvy.Salary offered: Rs8500 per monthWe look to hire full time employee's.",Chef,One-Time,Apply by 12th Aug `17,23rd Jul 2017,Nov ---- Nov -,Skills Required         Culinary Skills
404,http://letsintern.com/internship/Software-Developer-internships/Blockchainpad/Blockchain-Intern/127289,Blockchain Intern,Blockchainpad,Anywhere in India,"About Internship:        We are looking for young innovators to help us address problems faced by SMEs using Blockchain technology. This may involve identifying the user requirements, assessing the feasibility of a Blockchain solution, designing and developing a solution and documenting the whole journey into blog posts and optionally videos. We are open to students of all courses and no prior knowledge of programming or Blockchain is required.        Roles and Responsibilities:        1. Contribute to full SDLC for Blockchain projects.2. Develop a deeper understanding of Blockchain technology and domain knowledge of the target industry such as retail, finance, trade, travel, construction, real estate, health care, etc.3. Research the specific needs and problems of the target audience and explore the potential of implementing Blockchain solutions to address their needs. 4. Help expand the knowledge base and support the formation of reproducible processes.5. Document your work and communicate your findings internally and on digital platforms.        Perks:        1. Internship Certificate 2. Letter of Recommendation 3. Flexible work hoursAdditionally, the intern will get a chance to develop a complete portfolio with a useful project, blog posts and videos. Guidance and mentorship may be provided throughout to assist with the tasks.",Software Developer,Unpaid,Apply by 22nd Jun `21,14th May 2021,30th Jul 2021,Skills Required         Written English                NodeJS
405,http://letsintern.com/internship/Research-Associate-internships/Beat-The-Virus-Startup/Research-Intern/125597,Research Intern,Beat The Virus Startup,Anywhere in India,"About Internship:        Research on Coronavirus and Life Long Health Solutions of various countries. Already 20+ countries research has been done.        Roles and Responsibilities:        1. Research on Coronavirus and Life Long Health Solutions of various countries. Already 20+ countries research has been done.2. Collaborate with other teams3. Work as per the dynamic needs of Beat The Virus.        Perks:        *INTERN BENEFITS ON JOINING BEAT THE VIRUS STARTUP* -1. Offer Letter2. Recommendation Certificate subject to quality of work done3. LinkedIn recommendation subject to quality of work done4. BTV Team Members as references in your resume subject to quality of work done5. Valuable Work Experience6. *As till we either get Investments (which now we will actively work on and the chances of getting Investments are very high as we are offering Life Long Health and pandemic solutions) or Assignments' revenues, we have a limited budget for expenses, in terms of Monetary benefits Other than those mentioned in below points, when the Investments come in or Revenues start coming from Approximately March 2021 or later; we will give you Rs 2,000 per month + Performance Based Incentives gradually over a period of months subject to how much revenues Team Beat The Virus earns. March 2021 is our Target but Revenues may get delayed due to various reasons. Gradually Payments for all the months you work for Beat The Virus from the date of joining will be given. We all need to try our best to succeed in earning sufficient money to be able to share it among ourselves through our Finance Team. In case of any clarifications regarding this please email to btv.humanpotential@gmail.com*7. *On referring Consultants (Experts who can join and contribute in BTV Teams), by emailing to referrals.btv@gmail.com; 20% of the 1st Assignment's revenue received by the Consultant would be given to the Intern as Referral Reward.*8. *If you refer your friends for Internship with BTV by either Whatsapping Hermin on 9840732503 or emailing to hr@increaseimmunity.org and 1 or more friends join and stay with BTV for at least 90 days, then customized goodies will be sent to you depending on the number of friends who join or you can choose to have the amount transferred to you.*9. *If you refer Your or Any other College for College Recruitments for BTV by emailing to hr@increaseimmunity.org and at least 5 Students join as Interns from that College, then depending on the number of Students who join within 30 days of the start of recruitment, customized referral award would be sent to you or you can choose to have the amount transferred to you.*10. *_The satisfaction of being a Corona Warrior._*11. *After completing the Internship, an E-Certificate for the Internship will be sent.*12. *Those Leaders and Top 3 Performers of all 17 Teams who fulfill certain criteria; will be given budgets within which they can choose Customized Awards with or without BTV logo from a Google sheet having product and price list of VistaPrint website with links or choose to have the budget amount credited to their Google Pay/Paytm/Bank account, etc. Post which we will coordinate and have the Awards delivered to your address or credit the amount. We will also be emailing Award E-Certificates.*",Research Associate,Unpaid,Apply by 15th Mar `21,18th Feb 2021,28th Jun 2021,Skills Required         Analytical Skills                Agreeableness                Critical reasoning
406,http://letsintern.com/internship/Content-Manager-internships/SponsorEazy/Content-Development/119454,Content Development,SponsorEazy,"Hyderabad,              Chandigarh,              Gurgaon,              Bangalore,              Indore,              Mumbai,              Pune,              Jaipur,              Kolkata,              Delhi","About Internship:        Experience working day to day in a fast paced startup. Learn from mentors while you help launch one of the most innovative businesses in media. Work on building the content, engaging and connecting with our clients based in US, UK & Canada.        Roles and Responsibilities:        Here's what your day looks like:1. Researching, compiling, verifying partners information as per the guidelines. 2. Share knowledge and be a part of the SponsorEazy culture. 3. Learn about team dynamics, management and setting ambitious goals to get the job done.4. Engage with SponsorEazy partners in North America and the UK and help them set up their business on the SponsorEazy platform. 5. Weekly sessions with the SponsorEazy business head to learn about the SponsorEazy journey.        Perks:        1. Opportunity to work full time with SponsorEazy post completion of internship.2. Opportunity to travel to US with us for events and client pitches.",Content Manager,Recurring,Apply by 5th Jul `20,29th Jun 2020,30th Dec 2020,Skills Required         MS Office                English comprehension                MS Excel                MS Word
407,http://letsintern.com/internship/Education-Teacher-internships/COURSHIP/Teaching-Remote-Work-From-Home/127493,Teaching - Remote - Work From Home,COURSHIP,"Hyderabad,              Patna,              New Delhi,              Ahmedabad,              Gurgaon,              Bangalore,              Mumbai,              Pune,              Kolkata,              Delhi","About Internship:        Courship(https://thecourship.com) is a one spot resource center where you can find valuable resources and tips and tricks on various topics like technology, programming, finance, money earning and so on. This internship program is for those enthusiastic students who are ready to give their valuable knowledge back to the society. We are launching Computer courses for students from Class V to Class XII. It'll be a six month long internship and after completion you'll get certificates for internship completion, letter of recommendation, project completion certificate and a chance to get free training on IT job preparation. If you are interested please fill the application form and we'll get back to you as soon as possible. This internship is only for female candidates and who are currently in 1st, 2nd or 3rd year of their 4 year B. Tech degree.IMPORTANT: FILL THIS FORM ONLY IF YOU ARE FROM CBSE OR ISC BOARD AND YOU HAD COMPUTER IN YOUR SYLLABUS.        Roles and Responsibilities:        1. Content Creation, Educational for Students2. Teaching, Computer Related Courses3. Making Video Courses4. Writing Blog Type Content, Only Educational, Mostly Computer Science Related        Perks:        1. certificates for internship completion2. letter of recommendation3. project completion certificate4. a chance to get free training on IT job preparation",Education Teacher,Unpaid,Apply by 31st May `21,31st May 2021,29th Nov 2021,Skills Required         Spoken english comprehension                Computer Science                English comprehension                Computer Literacy                Writing Skills
